"name.interviewer","village","type.respondent","sex","ethnicity","dob","animal","score","X_id","comm.type","category","number"
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Greater cane rat",10,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Bushbuck",1,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Lobsters",3,183360195,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Mambas",2,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Mona monkey",3,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Nile monitor",10,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Ogilby's duiker",5,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Pork",10,183360195,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Rabbits",9,183360195,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Red river hog",10,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Shrews",5,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Stock fish",10,183360195,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Tortoises",9,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"Turkey",10,183360195,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1983,"White-bellied pangolin",10,183360195,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"African brush-tailed porcupine",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"African buffalo",1,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"African civet",4,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"African dwarf crocodile",4,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"African palm civet",3,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Ball python",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Beef",7,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Black-bellied pangolin",10,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Blue duiker",2,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Bushfowls",5,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Cameroon red-eared monkey",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Carp",7,183360198,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Catfish",9,183360198,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Central African rock python",4,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Chicken",3,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Chicken egg",9,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Common periwinkle",8,183360198,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Cusimanses",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Anchovy",5,183360198,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Duck",1,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Freshwater crab",3,183360198,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Freshwater shrimps",8,183360198,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Gaboon viper",10,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Crested genet",4,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Giant land snail",8,183360198,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Giant pouched rat",1,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Goat",7,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Greater cane rat",7,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Helmeted guineafowl",3,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Hornbills",5,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Hyraxes",2,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Lobsters",7,183360198,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Mambas",1,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Mona monkey",6,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Nile monitor",6,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Ogilby's duiker",2,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Pigeons",5,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Pork",5,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Rabbits",2,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Red river hog",10,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Sheep",5,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Shrews",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Otters",6,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Stock fish",6,183360198,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Termite",4,183360198,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Tortoises",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Turkey",6,183360198,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"Water chevrotain",4,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"West African mackerel",6,183360198,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1967,"White-bellied pangolin",8,183360198,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"African brush-tailed porcupine",10,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Aquatic snail",6,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Beef",5,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Black-bellied pangolin",10,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Blue duiker",3,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Bushfowls",3,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Carp",5,183360200,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Catfish",10,183360200,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Chicken",9,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Chicken egg",10,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Common periwinkle",1,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Dog",8,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Anchovy",7,183360200,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Duck",8,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Freshwater crab",4,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Freshwater shrimps",3,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Giant land snail",4,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Giant pouched rat",1,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Goat",10,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Greater cane rat",8,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Bushbuck",1,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Helmeted guineafowl",6,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Lobsters",6,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Ogilby's duiker",2,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Pork",5,183360200,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Red river hog",10,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Stock fish",7,183360200,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Termite",8,183360200,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Tortoises",9,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Turtles",2,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"West African mackerel",9,183360200,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"White-bellied pangolin",10,183360200,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"African brush-tailed porcupine",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Aquatic snail",2,183360201,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Ball python",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Bates' pygmy antelope",2,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Black-bellied pangolin",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Carp",10,183360201,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Catfish",10,183360201,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Central African rock python",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Chicken",7,183360201,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Chicken egg",9,183360201,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Cobra",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Common periwinkle",7,183360201,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Cusimanses",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Duck",8,183360201,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Freshwater shrimps",5,183360201,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Gaboon viper",8,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Giant land snail",10,183360201,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Giant pouched rat",4,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Goat",10,183360201,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Greater cane rat",9,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Bushbuck",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Helmeted guineafowl",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Lobsters",4,183360201,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Mambas",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Ogilby's duiker",3,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Pork",10,183360201,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Red river hog",6,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Shrews",5,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Stock fish",3,183360201,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Termite",1,183360201,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"Tortoises",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"West African mackerel",10,183360201,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1998,"White-bellied pangolin",10,183360201,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"African brush-tailed porcupine",5,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Aquatic snail",3,183360204,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Black-bellied pangolin",10,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Carp",7,183360204,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Catfish",10,183360204,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Chicken",5,183360204,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Chicken egg",9,183360204,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Common periwinkle",9,183360204,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Cusimanses",2,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Freshwater shrimps",8,183360204,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Giant pouched rat",8,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Goat",4,183360204,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Greater cane rat",4,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Bushbuck",1,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Helmeted guineafowl",10,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Lobsters",3,183360204,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Ogilby's duiker",2,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Red river hog",7,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Shrews",2,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Stock fish",6,183360204,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"Tortoises",3,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"West African mackerel",9,183360204,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1996,"White-bellied pangolin",7,183360204,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"African brush-tailed porcupine",10,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Aquatic snail",4,183360205,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Carp",7,183360205,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Catfish",9,183360205,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Chicken",6,183360205,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Chicken egg",6,183360205,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Common periwinkle",6,183360205,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Cusimanses",6,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Anchovy",6,183360205,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Drill",1,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Duck",3,183360205,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Freshwater crab",4,183360205,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Freshwater shrimps",3,183360205,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Giant land snail",6,183360205,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Giant pouched rat",8,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Goat",6,183360205,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Greater cane rat",10,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Helmeted guineafowl",10,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Lobsters",3,183360205,"Border","Invertebrate",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Pork",5,183360205,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Red river hog",8,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Shrews",2,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Stock fish",2,183360205,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Tortoises",1,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Turkey",10,183360205,"Border","Domestic meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"Turtles",1,183360205,"Border","Wild meat",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"West African mackerel",10,183360205,"Border","Fish",1
"Ebri","Agoi Ibami","Household","Female","Yakurr",1992,"White-bellied pangolin",10,183360205,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"African brush-tailed porcupine",1,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"African elephant",8,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"African golden cat",6,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"African palm civet",10,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Aquatic snail",9,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Bay duiker",6,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Beef",10,183369162,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Black-bellied pangolin",10,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Cameroon red-eared monkey",9,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Carp",4,183369162,"Border","Fish",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Catfish",10,183369162,"Border","Fish",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Central African rock python",2,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Chicken",10,183369162,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Chicken egg",4,183369162,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Chimpanzee",8,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Common periwinkle",10,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Dog",9,183369162,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Duck",5,183369162,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Freshwater crab",10,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Freshwater shrimps",10,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Giant pangolin",10,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Giant land snail",9,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Goat",7,183369162,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Greater cane rat",10,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Helmeted guineafowl",7,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Lobsters",7,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Ogilby's duiker",3,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Red river hog",10,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Red-capped mangabey",4,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Stock fish",10,183369162,"Border","Fish",1
"Dominic","Obung","Market","Female","Ejagham",1998,"Termite",3,183369162,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ejagham",1998,"West African mackerel",8,183369162,"Border","Fish",1
"Dominic","Obung","Market","Female","Ejagham",1998,"White-bellied pangolin",10,183369162,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"African brush-tailed porcupine",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"African dwarf crocodile",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"African elephant",3,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"African golden cat",9,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"African palm civet",9,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Slender-snouted crocodile",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Aquatic snail",6,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Bay duiker",7,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Beef",7,183369164,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Black-bellied pangolin",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Cameroon red-eared monkey",6,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Carp",5,183369164,"Border","Fish",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Catfish",5,183369164,"Border","Fish",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Central African rock python",1,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Chicken",6,183369164,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Chicken egg",5,183369164,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Chimpanzee",7,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Common periwinkle",6,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Dog",8,183369164,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Duck",8,183369164,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Freshwater crab",2,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Freshwater shrimps",10,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Giant pangolin",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Giant land snail",5,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Goat",7,183369164,"Border","Domestic meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Greater cane rat",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Helmeted guineafowl",9,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Lobsters",2,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Nile monitor",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Ogilby's duiker",4,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Red river hog",9,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Red-capped mangabey",6,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Stock fish",1,183369164,"Border","Fish",1
"Dominic","Obung","Market","Female","Ibibio",1992,"Termite",5,183369164,"Border","Invertebrate",1
"Dominic","Obung","Market","Female","Ibibio",1992,"West African mackerel",8,183369164,"Border","Fish",1
"Dominic","Obung","Market","Female","Ibibio",1992,"White-bellied pangolin",10,183369164,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",2001,"African brush-tailed porcupine",10,183369167,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",2001,"African buffalo",6,183369167,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",2001,"Bates' pygmy antelope",7,183369167,"Border","Wild meat",1
"Dominic","Obung","Market","Female","Ejagham",2001,"Beef",8,183369167,"Border","Domestic meat",1
